GENE,logFC,PValue,FDR
Cacybp,-0.829062993144297,2.84481149446353e-4,0.00467750342456287
Stat5b,-0.963550739136122,2.85611346453035e-4,0.00469166912009949
Jmjd8,-0.660876736485782,2.8568793530905e-4,0.00469166912009949
Fam160a2,0.655048022643323,2.86240808288851e-4,0.00469609015028283
Lrrfip2,-0.541370486216826,2.86302710880409e-4,0.00469609015028283
Zzef1,-0.62691379603001,2.86652996048589e-4,0.00469899986707153
Rexo2,-0.676911085167135,2.86923788065782e-4,0.00470060375879439
Acat1,-0.789365824436157,2.87708938150685e-4,0.00471062724698642
Polr3c,-0.466441371134872,2.88943682405634e-4,0.00472534818082349
Papola,-0.63074382588231,2.88955762777462e-4,0.00472534818082349
Slc25a44,-0.604050039987364,2.90025843380338e-4,0.00473999542828274
Intu,-1.02457257983676,2.90499380074368e-4,0.00474488140086613
Acat2,-0.907496883566103,2.90817794927483e-4,0.00474532615103089
Sun1,-0.780341657261001,2.90878996115427e-4,0.00474532615103089
Zfp961,-0.733568486234846,2.91050395296681e-4,0.00474532615103089
Ankrd27,-0.683675289806544,2.91846753795665e-4,0.00475545738693788
Rpl4,-0.586441070012032,2.92505305325163e-4,0.00476333235076849
Ipo11,-0.599613175349301,2.94270102516701e-4,0.00478920186604874
Tbc1d2,1.17073885744782,2.95788427809018e-4,0.004811031525686
Ormdl2,-0.641918757897646,2.97902343587553e-4,0.00484251662462087
Abraxas1,-0.690256245804954,2.98582058567823e-4,0.00485066453664965
Hnrnpul2,-0.54966466883911,2.99183487563537e-4,0.00485753166576426
Zfp512,-0.695664941867638,2.9956266425728e-4,0.00486078426976037
Eif4b,-0.623311667533797,3.00664047321581e-4,0.00487545928208662
Tfam,-0.588158807826394,3.00825829355725e-4,0.00487545928208662
Nploc4,-0.529281894807897,3.01797339922555e-4,0.0048855432807832
Baz1b,-0.792858611884015,3.02219146766093e-4,0.0048855432807832
Pold2,-0.90087184222383,3.02282591387534e-4,0.0048855432807832
Rcbtb1,-0.662773688680098,3.02408004229737e-4,0.0048855432807832
Ebp,-0.67245316052483,3.02513070567725e-4,0.0048855432807832
Dnajc25,-0.787685704994368,3.02526558797532e-4,0.0048855432807832
Aldh18a1,-0.888745431867891,3.04160228224833e-4,0.00490133546122468
Socs7,-0.621296396009857,3.04173173374939e-4,0.00490133546122468
Arhgap39,-0.923202445829994,3.041898937997e-4,0.00490133546122468
Fam196a,6.30897081052851,3.04225796500462e-4,0.00490133546122468
C2cd5,-0.691737738523384,3.05102709258097e-4,0.00490999108840019
Itsn2,-0.667729023039187,3.05124358817761e-4,0.00490999108840019
Gm9923,-0.648929184425721,3.05474708388143e-4,0.00491272017708955
Tomm6,-0.693502265880944,3.06335824417344e-4,0.00492365545348255
Slc37a4,-0.837348375629669,3.06898593026711e-4,0.00492978537817552
Uhrf1bp1,-1.1191214723304,3.08177730600273e-4,0.00494740847016233
Lrrcc1,-1.06522732995214,3.095594722088e-4,0.00496665696290612
BC017158,-0.857588187163676,3.09830701396994e-4,0.0049674269658941
Atxn7l3b,-0.535939809813163,3.09972998791581e-4,0.0049674269658941
Eef1g,-0.644247670443824,3.11313013651731e-4,0.0049859613423927
Arl15,-0.766219689234568,3.1219591429617e-4,0.00499715709932604
Dhx36,-0.646574090382805,3.12733160443261e-4,0.0049992558168639
Eef1akmt1,-0.795849655739975,3.12780413837194e-4,0.0049992558168639
Asxl2,-0.672616568138225,3.12920586733484e-4,0.0049992558168639
Tra2b,-0.883579876988659,3.13062783778004e-4,0.0049992558168639
Aamdc,-0.703093615326002,3.13251786608386e-4,0.00499933664605362
Osbpl1a,-0.906953207404815,3.13873926497407e-4,0.00500632596729637
Nutf2-ps1,-0.729007457947004,3.18858953332184e-4,0.00508285483437855
Dars2,-0.818766789357478,3.1917606648185e-4,0.00508492749760269
Pak1ip1,-0.521603800347694,3.20654932707901e-4,0.00510130647577695
Rpl7a,-0.624721379571537,3.20743742765505e-4,0.00510130647577695
Myl6b,-1.29550853583153,3.20767238202392e-4,0.00510130647577695
Cox6b1,-0.615596189563662,3.23004284111163e-4,0.00513387920342532
Birc3,1.19173917895181,3.23422999391698e-4,0.00513752992429396
Spag6l,-6.1442721502622,3.23746194606812e-4,0.00513965994346877
Ssb,-0.598807613272471,3.25415643648823e-4,0.00516314756493365
Cab39l,-0.610895494220242,3.26017755557317e-4,0.00516968295116238
Kiz,-0.637997162684975,3.26305208039664e-4,0.00517122405207582
Prpf40a,-0.636688761709111,3.28552891278218e-4,0.00520381062473817
Adat2,-0.912189185288635,3.29241731702859e-4,0.00521168376584275
Ap2a1,-0.943635893027457,3.29995498228973e-4,0.00522057488146988
Bak1,-0.84219257041658,3.31176523360891e-4,0.00523621101130055
Zfp456,1.3093029271473,3.31628202914496e-4,0.00524030402733319
Umps,-0.892834034243808,0.00033260391438490303,0.00525075344932644
Pgam5,-0.643444296127404,3.32675868859786e-4,0.00525075344932644
Dhtkd1,-2.08327685735565,3.337803938194e-4,0.00526512903285983
Rabl2,-0.847387249215765,3.34096280904204e-4,0.0052658911416207
Pld6,-2.07979676996847,3.34216204396619e-4,0.0052658911416207
NA,-0.975228738779818,3.35334767874453e-4,0.00528045403016208
Wars2,-0.642913807638955,3.36963142661391e-4,0.00530202396876918
Recql,-0.835551305162952,3.37111136935092e-4,0.00530202396876918
Tmx2,-0.548451520660095,3.37334615280515e-4,0.00530202396876918
Syngr1,-1.15036485992063,3.37594303395404e-4,0.00530202396876918
Ccnj,-0.866489536022419,3.37679954742244e-4,0.00530202396876918
St3gal3,-0.706327647888175,3.38578879992108e-4,0.00531306892569602
Mtr,-0.741724752574421,3.40101271226883e-4,0.00533387908290562
Bnip1,-0.796171596827211,3.41997043699892e-4,0.00536051767630874
Sox12,-1.11742145286756,3.42684179374074e-4,0.00536819211020632
Wac,-0.602549576764527,3.43057153758816e-4,0.0053709391601445
Ints12,-0.690802272926766,3.43327026994532e-4,0.00537206981386551
Tex9,-1.40451017958042,3.46584300830205e-4,0.00541991640521527
Herc4,-0.635665613619495,3.46975610044192e-4,0.00542291552926458
Gm10052,-0.669035096986686,3.47774121689677e-4,0.00543227175482973
Dhrs13,-1.07550258831073,3.48838273265055e-4,0.00544576417522742
Tmem56,-1.80818372313449,3.49267232966505e-4,0.0054491690125051
Ccnd3,-1.32496174339601,3.49457360049906e-4,0.0054491690125051
Smyd4,-0.920299880332253,3.5041577851344e-4,0.0054591614335317
Nme2,0.760151713670896,3.50499897034947e-4,0.0054591614335317
Tomm20,-0.653535465730769,3.51393837594861e-4,0.00546995023596261
Mbd5,-0.612153230796571,3.51967522788756e-4,0.00547574430559565
Rbfa,-0.725562308204292,3.53655481749776e-4,0.00549885717304185
Setd3,-0.514072974136829,3.54450598263886e-4,0.00550806907387888
Klhl9,-0.684838617527162,3.55675421173118e-4,0.00552394415546524
Rfng,-0.741782402840977,3.56297437120444e-4,0.00553044434237381
Uqcrh,-0.537711810431713,3.58029153908897e-4,0.00555254697456159
D230025D16Rik,-0.52500400675533,3.58129984414675e-4,0.00555254697456159
Ppwd1,-0.750609774216961,3.58719999454177e-4,0.0055583082638218
Tatdn3,-0.89887541680578,3.5899824725717e-4,0.0055583082638218
Cebpzos,-0.830181480525006,3.59115100307998e-4,0.0055583082638218
Brcc3,-0.576206288952594,3.59805356578638e-4,0.00556341765494499
Fubp3,-0.659721092460765,3.59986321153306e-4,0.00556341765494499
Wdr48,-0.574061454270896,3.60061592014155e-4,0.00556341765494499
Nedd4,-0.66997645081926,3.6026399325594e-4,0.00556341765494499
Atp5g1,-0.928252997085996,3.60898169735305e-4,0.00557004619831678
Ccdc68,-1.40756225589634,3.63011339774398e-4,0.0055994808193691
Eif4h,-0.585125991549055,3.64415376596131e-4,0.00561794981310621
Nutf2-ps2,-0.793292311411811,3.66583667539966e-4,0.00564817318598002
Dctn2,-0.492373345111681,3.67043412287657e-4,0.00565205263601487
Lsm5,-0.749172448494498,3.69061595005377e-4,0.00567991228236191
5730460C07Rik,-2.67804433445553,3.69890195630931e-4,0.00568944291287667
Soat2,-1.27838977620636,3.70582952185005e-4,0.00569687446687571
Vamp1,-0.989494982300522,3.70980891802214e-4,0.0056997680374745
Mmachc,-0.762081414998268,3.7120388863102e-4,0.00569997202774152
Sarnp,-0.571423811796872,3.72008683062192e-4,0.00570789346976979
Sele,2.29406040275685,3.72139785438466e-4,0.00570789346976979
Rrp36,0.7831853913487,3.73303101250151e-4,0.00572250704392434
Emc9,-1.3097053908958,3.74956549802885e-4,0.00574461334108941
Magohb,-0.865721660802283,3.76401821919534e-4,0.0057635071087048
Nat2,-0.850463153326591,3.76737459105064e-4,0.00576539831138318
Sac3d1,0.805346674829391,3.76963869550254e-4,0.00576561677574921
Sh3bgrl,-0.711955322629718,3.77528861609493e-4,0.00577101064661666
Ipo9,-0.622611907679422,3.77768642555998e-4,0.00577142998090471
Sdf2,-0.551617705986781,3.78730701437554e-4,0.00578287737886026
AW554918,-0.767581904147395,3.78949265922339e-4,0.00578296580488672
Slc28a2,-0.898987545129164,3.81481397143924e-4,0.00581834056844821
Stag2,-0.615400736422316,3.82820032086585e-4,0.00583548269886781
Cnp,-0.915286644735645,3.83096817347843e-4,0.00583642847460596
Psmd10,-0.572969369957526,3.8333033696656e-4,0.00583651690955083
Rbm41,-0.708168110433237,3.83532109365973e-4,0.00583651690955083
Gm11826,-0.54509166940441,3.8714272867307e-4,0.00588816576530799
Gm3604,-1.37187428622275,3.87749985997585e-4,0.00589410339453489
Actr10,-0.448211082727759,3.90267765932905e-4,0.00592905959211315
Gm6793,-0.652841047322403,3.90637903758998e-4,0.00593136736662894
Pter,-0.840644084595487,3.91091128694479e-4,0.00593493343762549
Cpsf4,-0.705666257846406,3.91693398976191e-4,0.00593910573271084
Tmem263,-0.794989450455778,3.91918552403651e-4,0.00593910573271084
Tmem186,-0.706876582704328,3.92021622741206e-4,0.00593910573271084
Gm9079,1.83860832121237,3.92408007982547e-4,0.00594164749245551
Ube2v2,-0.651300416860425,3.94153590827691e-4,0.00596475525896761
Chml,-1.09754912485748,3.94745678556622e-4,0.00597039109487504
Sra1,-0.470766017511469,3.96146747553989e-4,0.00598824941700215
Kdelc1,-0.696655771696516,3.97309914375645e-4,0.00600249369806318
E130309D02Rik,-0.739209464555895,3.99020488764314e-4,0.00602498770229183
B3galnt2,-0.72446544895056,4.00161747373295e-4,0.00603886514817256
Atxn7,-0.68885602073571806,4.00833559944159e-4,0.00604564668464057
Pex3,-0.640831625013154,4.01079995926194e-4,0.00604600843553967
Zranb2,-0.649194194264685,4.01980839302327e-4,0.00605622906396782
Cyp4f17,1.22880508316522,4.02455263634655e-4,0.00606001751264615
Thrap3,-0.572157073991148,4.03058518595616e-4,0.00606574057414742
Slc12a4,-0.803387971703432,4.04102618087234e-4,0.00607808802268563
Tug1,-0.718652597738273,4.04739325910412e-4,0.00608429764320745
Nxt1,-0.760921122502494,4.05086553168221e-4,0.00608615114900999
Ufsp2,-0.529225829381505,4.05497123496321e-4,0.00608895376768316
Dpy19l4,-0.878444367334609,4.07368983556685e-4,0.00611225363382298
Jakmip1,-1.14051708106719,4.07498568177168e-4,0.00611225363382298
Ublcp1,-0.572239931102266,4.07749889850295e-4,0.00611264989312806
Clptm1,-0.462676498287788,4.08614009158625e-4,0.00612222720778515
Hnrnpa1,-0.652909792727016,4.09752754102884e-4,0.00613308893962828
Cobll1,-1.09825347181793,4.09790261391698e-4,0.00613308893962828
Kdm8,-1.04419951654306,4.12986800448687e-4,0.00617697655446071
Cdadc1,-0.524947753469203,4.13585403527204e-4,0.00617697655446071
Slc25a24,-0.830510769583317,4.13681491512695e-4,0.00617697655446071
Nup133,-0.756856343663321,4.13688051821368e-4,0.00617697655446071
Nono,-0.660276864256222,4.13859020040213e-4,0.00617697655446071
Rps3a1,-0.532456090199003,4.14694967627326e-4,0.00618605627066031
Dgcr2,-0.558443260981726,4.16068262614058e-4,0.00620313730641113
Cox8a,-0.600888068262256,4.17032066167733e-4,0.00621131245852425
Pawr,1.34785154058182,4.17073668523741e-4,0.00621131245852425
Laptm5,0.999927891242762,4.18096843886134e-4,0.00622314026285939
Nsd2,-1.07621708536168,4.18968245271396e-4,0.00623269728419884
Gsk3a,-0.489159924006578,4.19581609063006e-4,0.00623840730455331
Ddx1,-0.61939155771905,4.20892926913565e-4,0.00625448270124865
Mis18a,-0.801686704152075,4.21569406664242e-4,0.00626111196924997
Tmem80,-0.732213962538309,4.21894131587045e-4,0.0062625126173699
6030419C18Rik,1.70703016344523,4.2280159290178e-4,0.00627255703792439
Stk38,-0.611867704556519,4.23546097733249e-4,0.00628017424456737
Ptpra,-0.444756322910821,4.23819064790683e-4,0.00628079518099562
B230118H07Rik,-0.939615081025313,4.25245512848624e-4,0.00629620409835435
Ankrd44,-0.952747013039567,4.25322150357945e-4,0.00629620409835435
B4galnt2,-1.44282090770706,4.27132552017143e-4,0.00631579541368271
Mx1,1.64696129845744,4.2717400348082e-4,0.00631579541368271
Pdcd5,-0.551521276312947,4.27553736433452e-4,0.00631579541368271
Tada2b,-0.724288702481398,4.27575096993127e-4,0.00631579541368271
Myh10,-1.4444378904392,4.29428388929671e-4,0.0063397252486255
Epop,1.38695136847196,4.30932105869497e-4,0.00635847106700709
Zfp597,-0.80750619533852,4.33236253919765e-4,0.00638900062142446
Glcci1,-1.11565083671523,4.36293158898673e-4,0.0064297140604608
Dusp28,-0.875277798241784,4.3647015863535e-4,0.0064297140604608
Fam167a,1.13816133151261,4.37234938556283e-4,0.00643749100488689
Fuca1,0.79479897650886,4.37509044011874e-4,0.00643803914845627
2610507B11Rik,-0.521399498964322,4.37944657021677e-4,0.00644096203094814
Rbbp5,-0.617964863890909,4.38717539057438e-4,0.00644883936941163
Rfk,-0.557871560062307,4.39575365997725e-4,0.00645795614727144
NA,-0.763080602490156,4.41921618453302e-4,0.00648891824308065
Wdr6,-0.802104119605421,4.42546753181661e-4,0.00649458866345807
Pde4c,-1.35563897703133,4.44193189580826e-4,0.00651523297334984
Cnot7,-0.61147729306202,4.45292126369305e-4,0.00652782885792413
Bptf,-0.678175588215976,4.45574626905037e-4,0.0065284489405132
Dcaf1,-0.748495369806878,4.47377798235939e-4,0.006551336841732
Gclc,-0.851709542879835,4.47644856019965e-4,0.006551717577688
Gla,-0.685469938594265,4.48071108787601e-4,0.0065544266231099
Hmgxb4,-0.768490769942788,4.49276752778742e-4,0.00656810173141978
Eif1ax,-0.636724587155287,4.49489282918458e-4,0.00656810173141978
Gstm5,-1.61873239939838,4.5010422366832e-4,0.00657355330203184
Marc2,-0.641583735702407,4.50573295792224e-4,0.0065768698208039
Snx11,0.863221571215703,4.50883297807463e-4,0.00657786213156685
Nvl,-0.63786446964408,4.51155386088275e-4,0.00657830055713156
Snrpd2,-0.687712411296095,4.529792460074e-4,0.00659784876719478
Clcn2,-1.18351061819174,4.53185591756685e-4,0.00659784876719478
Kif1c,0.936383048979639,4.53224314667672e-4,0.00659784876719478
Mcmbp,-0.721172186741356,4.53737036007261e-4,0.00660177671394077
Slc11a2,-0.844065176968742,4.54055292844305e-4,0.00660222730952956
Mindy4,-0.847242786074124,4.54253838214073e-4,0.00660222730952956
Myg1,-0.718020376984934,4.58786789166e-4,0.00666181172976502
Mrps15,-0.623240883996266,4.58843649807576e-4,0.00666181172976502
Snx1,-0.481763958143891,4.60070627838712e-4,0.00667274422507714
Gm2007,-0.76427850251738,4.6008766613174e-4,0.00667274422507714
Rhobtb2,-0.947396603571356,4.61372718720008e-4,0.00668514904574223
Ptch1,-0.896829315051644,4.6143491702463e-4,0.00668514904574223
Ndufs3,-0.625281900932571,4.61914146315818e-4,0.00668852668232159
U2af1,-0.636422124465023,4.62653206145106e-4,0.00669566107019054
Zc3hc1,-0.632057293150569,4.62918573819228e-4,0.00669593609251346
Rbm12,-0.770704768885468,4.64809211373623e-4,0.00671970721059771
Gmnn,-1.09781538061051,4.65571373782921e-4,0.00672714745775971
D030056L22Rik,-0.950677570619682,4.69417380394358e-4,0.00677911529316592
Rpl26,-0.538193429795197,4.71389435177556e-4,0.00680252658690413
Cntnap2,-3.31240074005611,4.71539059190088e-4,0.00680252658690413
Atad5,-1.35945018635601,4.74188209579845e-4,0.00683414364935396
9030624J02Rik,-0.486048301602187,4.74233596625393e-4,0.00683414364935396
Plscr1,-0.951121297372163,4.74820959057237e-4,0.00683879215298953
Arhgap18,-0.774323435983219,4.75219140215295e-4,0.00683879215298953
Gps2,-0.650940777359502,4.75311026049421e-4,0.00683879215298953
8030462N17Rik,-0.703050692582127,4.76553438217133e-4,0.00684975473942486
Zfp445,-0.650640756424233,4.76659217862454e-4,0.00684975473942486
Ints6,-0.891062950164924,4.76829021192532e-4,0.00684975473942486
Uprt,-0.90943255341678,4.77172803329014e-4,0.00685107217204399
Rad50,-0.732295692781752,0.00047749813646988203,0.00685212346943766
Scaf8,-0.532340375830234,4.78184219948569e-4,0.00685622780364386
Fads3,-1.37281577633717,4.78288675657999e-4,0.00685622780364386
Gm2446,-0.667465476210799,4.78687588956151e-4,0.0068583289300154
Fmnl3,0.909669850492348,4.79359316801714e-4,0.00686433449491769
Bmp7,1.36700857055297,4.80211963968316e-4,0.00687292310094516
Mrpl46,-0.66690413697603,4.8064505692969e-4,0.00687550105383792
Zcrb1,-0.521301154051326,4.81446071814843e-4,0.00688333655226493
Gal3st1,2.62155791294634,4.81860758535451e-4,0.00688564329980811
Hsf2,-0.776577792830011,0.00048260285819457503,0.00689262379551779
Ndufs4,-0.559401806484874,4.8377113568666e-4,0.00690496014309661
Ncbp1,-0.635578405199438,4.84060498005274e-4,0.00690496014309661
Pgam1,0.751216274833654,4.84228780777149e-4,0.00690496014309661
Shc4,-1.62949446441033,4.84767413810755e-4,0.0069082152137388
Larp4b,-0.763769497625077,4.84965400780516e-4,0.0069082152137388
Rasgef1b,1.54970384205202,4.85684476974214e-4,0.00691483415384084
Ptpn13,-1.06403918004645,4.87091081984779e-4,0.0069287436216738
Fabp5,-0.873311709230549,4.87171310976071e-4,0.0069287436216738
Xpo4,-0.895531329627143,4.88421399271705e-4,0.00693991649458276
Ly9,0.987929146634457,4.88467576221966e-4,0.00693991649458276
Gm12945,2.08604245575081,4.88906607937052e-4,0.00694252492012599
Gm16675,-1.18099894607627,4.89496703101151e-4,0.00694727461806067
Nxn,0.741392393907784,4.93024328057148e-4,0.00699368904606744
Uqcrfs1,-0.680745596372542,4.94254991234141e-4,0.00700748899674112
Erg28,-0.831852443390265,4.97769874891829e-4,0.00705364308117051
Pex1,-0.687814868859752,4.99886878137046e-4,0.00707995073521979
Rpia,-0.912288685216326,5.00589344020538e-4,0.00708438389492877
Cox11,-0.710469800197387,5.00721198799005e-4,0.00708438389492877
Gpat2,1.92396391420976,5.00984156299825e-4,0.00708441643292037
Naca,-0.53612048138402,5.01398771762296e-4,0.00708659241691495
Clint1,-0.747689394974066,5.02444395910651e-4,0.00709767995657774
Mettl15,-0.859232085420044,5.0297414161134e-4,0.00709999053880596
Nr4a1,1.27833426446775,5.03130423405581e-4,0.00709999053880596
Man2c1,-0.772465087798516,5.03722517441365e-4,0.00710465713624228
Cda,-1.88669579112322,5.04064768254192e-4,0.00710579685496924
Zbtb38,-0.830684879337446,5.04926646269331e-4,0.00711425677498919
Ppp2r2d,-0.597887203893784,5.061995219154e-4,0.00712849575447599
Oxsm,-0.645944057063413,5.08497388563519e-4,0.00715395693801487
Plxna1,0.986085435274292,5.0853397123679e-4,0.00715395693801487
Zhx2,1.14332353278898,5.10177016156744e-4,0.00717335805593592
Napg,-0.567038293364986,5.11015359680513e-4,0.00717864581465961
Zfp788,-0.834375278259067,5.11081336744043e-4,0.00717864581465961
Gm8680,-0.887715869855784,5.11674941722047e-4,0.00718327130220222
Mt2,-2.37030021349308,5.133511992348e-4,0.0072030832441934
Snf8,-0.521127739305838,5.14093624413392e-4,0.00720977844062517
Tardbp,-0.859532894995249,5.14422261734085e-4,0.00720987335815012
Zbtb45,-0.967613985068393,5.14630939873109e-4,0.00720987335815012
Pla2g4c,-2.49955356276286,5.15068910796848e-4,0.00721229156442428
Zfp955a,-0.71722144157855,5.15843190856693e-4,0.0072175425164726
Tmem222,-0.582707482918567,5.15975021505805e-4,0.0072175425164726
Ifit2,-0.885391085553967,5.16667597326889e-4,0.00722351266859441
Uxs1,-0.603055017598181,5.17677162201778e-4,0.00723390621670032
Pm20d1,2.34015644830436,5.17999770353016e-4,0.0072339186322946
