GENE,logFC,PValue,FDR
Plpp7,0.778956160624478,0.158103208804823,0.447410196604933
Tnfsf10,-0.460319635814252,0.158142656410314,0.447410196604933
Ggps1,-0.246180126102135,0.158143315629057,0.447410196604933
Ccdc166,0.453704497969062,0.158146722056867,0.447410196604933
Gm4887,-0.359094098153539,0.158187871073539,0.447480032047016
Pid1,0.575471071122802,0.158240100065248,0.447546535410622
Vmn2r90,-3.58409405885632,0.158251439266237,0.447546535410622
Sqstm1,0.214130946153801,0.158260780449299,0.447546535410622
Slx4ip,-0.305805996495181,0.158310672722345,0.44764105013739097
Unc93b1,0.461325173904456,0.158372000455327,0.447710168905679
Bspry,0.649995415198053,0.15843090545504,0.447710168905679
Retnlb,2.58413200236164,0.158435436867524,0.447710168905679
4930590J08Rik,-1.01107142207193,0.158439574838608,0.447710168905679
Tpsab1,4.70225873597179,0.158440109320452,0.447710168905679
Zcwpw1,0.396551055932005,0.158442853140307,0.447710168905679
Atp6v0a1,-0.341010204599554,0.158450425501443,0.447710168905679
Hyal6,3.46333656382357,0.158473497400479,0.447728813497674
Car4,2.59898282886402,0.158524780274182,0.447827149264317
Coq10a,-0.362487727555059,0.158729693856888,0.448359421049298
Slc28a3,1.60821048010159,0.15877007797977,0.44842688864306
Mrgprb2,-3.53960770185156,0.158793643633818,0.448446845420152
Nkx3-1,2.59167797431706,0.1588393313092,0.448529266041844
NA,-3.20643867258893,0.15888636657264,0.448562793944857
Klhl31,4.02022534919874,0.158888999594496,0.448562793944857
Defb40,3.44500804674022,0.158900716733547,0.448562793944857
Gm2176,1.83959143775328,0.15894161252158,0.448607545443509
Bpifb5,2.5913166844418,0.158949581022885,0.448607545443509
Stk39,0.396268586238384,0.158977559913501,0.448623838741417
Tomm6os,-0.55148023613655,0.158988366560849,0.448623838741417
Ccdc61,-0.384908342615327,0.159033526189184,0.448704682684089
BC023105,1.06835705817598,0.159099294855179,0.448828599777115
B230216N24Rik,-2.68874765136301,0.159110473485136,0.448828599777115
Thsd1,-0.401434235428125,0.159163304490857,0.448931034947801
Dock6,0.44438401195444,0.159259066361054,0.449154525747338
Gm2366,3.49826620936077,0.159290133252743,0.449195531404473
Zcchc11,-0.332687060416587,0.159317341465993,0.44922564827308
Nol4,-1.89409292322953,0.159400262278608,0.449412834903557
Mroh7,0.995063989580715,0.159436091845284,0.449467227493307
NA,3.10699963931882,0.159572082738639,0.449803944902868
Stau2,0.417584098718755,0.159591771421301,0.449812792228512
Ska3,-0.570387114662718,0.159720032555707,0.450127619746118
4933416C03Rik,3.49960199246751,0.159912781754306,0.450624105267006
Olfr856-ps1,-1.73868020228975,0.160035889414054,0.450902493999745
E130304I02Rik,-2.6932850795944,0.160044753655967,0.450902493999745
Shox2,3.45196969403941,0.160080837200786,0.450946640650238
Cfap157,0.575793678924962,0.160093606668168,0.450946640650238
Chd7,0.439141558862744,0.160143176178366,0.451039521798114
Rrm2,-0.740723673957433,0.160195876453969,0.451141200512115
Hps1,-0.326392997316056,0.160238811674841,0.45117285347504
Hmgcll1,0.84563921818437,0.160240316221883,0.45117285347504
Gm14403,-0.469549232665788,0.160269431598852,0.451208087986866
Mir194-1,-1.84685639635365,0.160338898617007,0.451356905801307
AA467197,0.635821721753961,0.160376003314506,0.451414601707223
C920021L13Rik,-0.639473365461714,0.160453868967354,0.451527441372107
Gpr180,-0.266151193441911,0.160462362844369,0.451527441372107
Fgf11,0.971092868408323,0.160465931646241,0.451527441372107
Il1r2,0.603444975844807,0.160508399169967,0.451600184372726
Gm19660,-1.8502502177455,0.160558619202342,0.451694722213067
Alox15,0.590492902602568,0.160589336244746,0.451732309943929
Klk14,2.59181726583143,0.160605221346929,0.451732309943929
Arl4c,-0.35010936040701,0.160646970580157,0.451802981518842
Mysm1,-0.25022098441338,0.160676634687786,0.451839653820935
Pigt,-0.282684973076485,0.160760208098254,0.452027901500355
Syne3,-0.364007165806885,0.160820221406565,0.452149870446781
Upp1,0.46422423131246,0.160837519345855,0.452151731309577
Top2a,-0.62720744256457,0.160894656269266,0.45226557686859
Cdca5,-0.60409907036972,0.16105467460384,0.45266856267402
Dnajc17,-0.299015389248987,0.161072378954663,0.452671511488861
Gm7897,-1.16533537727869,0.161135055955049,0.452768741250318
Cyld,0.300236936430459,0.16114588396063,0.452768741250318
Ift43,0.406938980123078,0.16115695216364,0.452768741250318
3110082I17Rik,0.45097114139152,0.161271716998706,0.453044340703653
BC031361,-0.463748643588385,0.161315129423379,0.453064725040191
Efemp2,0.389650591996347,0.16131883420499,0.453064725040191
Trim23,-0.277406920372768,0.161328982263474,0.453064725040191
Mas1,2.5913019690937,0.161472343201423,0.453416058919358
Trim12a,-0.347290419825685,0.161487451721527,0.453416058919358
Trex2,-2.67568235030681,0.161512256545451,0.453424183094205
Snord55,3.09160818304664,0.161523710979731,0.453424183094205
Slc41a1,0.333258648434784,0.161622441790142,0.453646075982258
Gm10643,-0.525574468533661,0.16163613818802,0.453646075982258
4930598F16Rik,-3.19829809412774,0.161659272906044,0.453660617601958
Mir680-1,3.44478092133457,0.161690948089151,0.453660617601958
Vmn1r3,3.44478370687683,0.161724777362867,0.453660617601958
V1rg10,3.44478370687683,0.161724777362867,0.453660617601958
Vmn1r79,3.44478370687683,0.161724777362867,0.453660617601958
E2f8,-0.847980571945312,0.16183073379504,0.45390668656882
Fam173b,-0.432540658283321,0.16185571571339,0.45390668656882
Wnt2b,-0.793483770530398,0.161862600030355,0.45390668656882
Sox18,0.536140341441066,0.162183389630897,0.45475934661902
Ik,-0.204986070623921,0.162357204458749,0.455199758611959
Slc7a11,-0.304503041221315,0.162374547983246,0.45520142750249
Ccdc148,0.509073147887791,0.162485729486698,0.455439127815092
4933417D19Rik,0.998781890991785,0.16251935598939,0.455439127815092
NA,-2.66894017465281,0.162537696946777,0.455439127815092
Ddx49,-0.293836289926806,0.16254016295428,0.455439127815092
Cd151,0.291347356822746,0.162543122992251,0.455439127815092
Ntn4,-0.617817283325514,0.162588061897557,0.455518084147377
Cela2a,2.58746350584243,0.162613068935628,0.455541187446035
Abca12,2.59134789997258,0.162692417365134,0.45571011246105
Eepd1,0.473647737684509,0.162706903540308,0.45571011246105
Serpina3b,0.762439278342652,0.162762722933534,0.455819479300415
Tcp10b,1.34409981034619,0.162813594606028,0.455914968864335
Pou4f3,2.61248060767401,0.162842817188086,0.455924388471835
Rffl,-0.285393834908436,0.162850508233731,0.455924388471835
Fam84a,-0.574053265598696,0.162897364779675,0.455961875783488
Gm3376,-3.56114647600665,0.162897450747182,0.455961875783488
Cebpg,-0.340755571680599,0.162956333299011,0.456079722246301
A830031A19Rik,-2.28173079392667,0.163011934089671,0.456188360443079
Snapc5,-0.22200577478224,0.163035979886771,0.456208678816281
Hsdl1,0.25173133126588,0.163109918560121,0.456368589308785
Zfp979,-1.02167893214611,0.163165911804258,0.456478262164481
Pcdha9,-3.53839392172155,0.163191735447968,0.456503517676033
A730049H05Rik,1.6461920512869,0.163210021050314,0.456507683660234
Cd302,0.475922968339609,0.163272451934844,0.456635312938581
Spaca4,-3.54757531423992,0.163373595513362,0.456871175270878
Apol7a,0.543325191151598,0.163430915003518,0.456984448444508
Lrp1b,-2.67121544632471,0.163517703390075,0.45718009057081
Ephb6,0.398419258627597,0.163556928061394,0.457242722462521
Crlf2,0.447560921978586,0.163596348746369,0.45730588939397
Sp2,-0.28212055223958,0.163646195810745,0.457398185514216
2510039O18Rik,-0.341123569342646,0.163687939562716,0.457467815874041
Pcnx2,-1.2193687729523,0.16382187798679201,0.457795067016556
Gm8580,-0.575613480023867,0.163840437372218,0.457799860937545
Tmem134,-0.279062484847514,0.163864138211506,0.457819018549602
Gm16485,3.48603190171012,0.163946244736218,0.458001334740022
1700003E16Rik,0.917180907693957,0.163975665335065,0.458036444824433
Mdga2,1.99589369581831,0.164011070181631,0.458088261891537
2200002J24Rik,1.45484114019496,0.164103282629851,0.458298717488359
Nap1l3,-0.846948895514342,0.164121195825008,0.458301652247807
C3,0.500754749287348,0.164179541666088,0.458372295225271
Map9,0.458220528613174,0.164180223482027,0.458372295225271
Mfap2,0.564807511860918,0.164254076605008,0.458531383324517
Fgf21,1.13498156811933,0.164272940050672,0.458536945428491
Gm19963,3.46326096462141,0.16434907208615,0.458702344447472
Usf2,-0.172943722847854,0.16445713052757,0.458953165684794
Osr1,-2.21853609361873,0.164474964935869,0.458953165684794
2900097C17Rik,-0.277784939715258,0.164489598106464,0.458953165684794
Cyp4f40,1.88330890292645,0.164522282653459,0.458997240837443
Alpk1,0.349990325035977,0.164572843820902,0.45907419028784
Gm14439,-0.403572293072229,0.164624514411775,0.45907419028784
Zfp692,-0.338742211337873,0.164625790506204,0.45907419028784
Rab11fip4,-0.44706250273046,0.164647369525407,0.45907419028784
S100a4,0.43009897784144,0.164666079308416,0.45907419028784
6030468B19Rik,-0.750219234130556,0.164667141394063,0.45907419028784
Harbi1,-0.275858584168703,0.164668099676815,0.45907419028784
Sapcd1,-0.802638466046612,0.164695007999807,0.459102115120693
Dzank1,0.73607035591635,0.164733096596667,0.459161197046539
Nol4l,-0.426736888076982,0.164852001686269,0.459445503879317
Kbtbd7,-0.266803492695901,0.164912339455559,0.459533583168372
Mrgpra2a,1.05793988945938,0.164931489575679,0.459533583168372
Gm4984,2.19764289931086,0.164946238260912,0.459533583168372
1700045I11Rik,2.58985633263124,0.164951235784636,0.459533583168372
G630025P09Rik,-1.52483433604437,0.164981635111941,0.459571165389715
Gapvd1,-0.226752167741902,0.165031914321593,0.459664111431295
Nap1l2,-2.66739726620136,0.165102419639114,0.459813368518444
Gm10614,-0.912467176710257,0.165153519061864,0.459908554772788
Unc5c,0.687327683952331,0.165210644910776,0.460020501795921
Unkl,-0.294494213551462,0.165251536084416,0.460076973695374
Ddx19b,-0.229752401764143,0.165269038402514,0.460076973695374
Efl1,0.280688846724743,0.165281709082808,0.460076973695374
Fam25c,2.58932717347074,0.165420387042015,0.460415842233991
Ptk2b,0.371721121016751,0.165481365022765,0.460538400568679
Rbm4b,-0.27230592708522,0.165539838079528,0.460653963260314
Gm21936,-2.66338292339598,0.165729558808099,0.461134692756483
Zfp618,-0.682502926387533,0.165773311168217,0.461162432882305
Rasgrp2,-0.336659067963814,0.165773463676372,0.461162432882305
Siva1,-0.462516900763308,0.16590409356194,0.461478595734312
Rarg,0.483908735966422,0.165939982563388,0.461531189734991
Dcbld1,0.45063331482905,0.165976272106605,0.46156619535206
Spib,0.603262555852184,0.165997822102949,0.46156619535206
Pqlc3,0.292826327827848,0.166007038575583,0.46156619535206
Traj37,-0.889167774769134,0.166020498390733,0.46156619535206
Apoe,0.667849773682912,0.166213116742178,0.462015806936414
1700021N21Rik,3.10994841688329,0.166216216940441,0.462015806936414
4931440F15Rik,-0.447814325572036,0.166259159125517,0.462033898176952
Zbed5,-0.353604706423456,0.166268217196581,0.462033898176952
Gale,-0.50218528666893,0.166273724495705,0.462033898176952
Sstr5,-2.67513405765859,0.166386755362936,0.462285342327597
Gm15417,0.573386257883745,0.166406711195809,0.462285342327597
Tvp23b,-0.271256600336964,0.166415239314662,0.462285342327597
Gm10639,1.69471041350655,0.166479260750067,0.462377521681477
Gm19744,2.5909210943103,0.166509202812661,0.462377521681477
C430002N11Rik,0.747811760459358,0.166527483953148,0.462377521681477
Paqr8,-0.481198717011137,0.16653398806604,0.462377521681477
Gga3,-0.30592815117583,0.166548573296394,0.462377521681477
Ppcdc,-0.312680785625767,0.166550496238333,0.462377521681477
Cldn8,2.60453574012919,0.166582123128023,0.462418090541982
Kcna2,0.429124069094668,0.166628975761022,0.462500912194528
1700067K01Rik,-0.870122758374909,0.166719180045741,0.462704032927927
Smc1b,0.70324537493482,0.166751721973032,0.462747095313971
Gm7511,-0.555587562307208,0.16680446273486,0.462834274219602
Edem1,0.326134488280643,0.166817195270438,0.462834274219602
Klra2,0.619340196310287,0.166879377330966,0.462959538274811
Snrpa,-0.392929302643581,0.166912496954185,0.463004159493549
Aspscr1,-0.252423344104385,0.167038329361491,0.463305924453105
Nrg3,3.08676411077897,0.167144187018342,0.463552230507298
Ahi1,-0.405542009454943,0.167194834705552,0.463645384395694
Fam26e,0.703978280891747,0.16728960973736,0.463860875642899
Gm5779,-1.11123305241663,0.167312725491274,0.463877646243735
Adgrl2,-0.441217565092288,0.167365933491657,0.463968320811188
4933413J09Rik,1.6301764206291,0.16737957193251,0.463968320811188
Ist1,-0.211310886789073,0.167410415541758,0.464006494392152
Mterf2,-0.444810945482042,0.167435140272052,0.464027702401765
Slc27a1,0.474619610089733,0.167467060769148,0.464068846313689
Peg12,-0.543212901952976,0.167517541734338,0.464161409603179
C1qtnf3,-1.4960635187029,0.167664736185068,0.464521902627316
Mcrs1,-0.291612604006824,0.167699850658749,0.464571831725016
Rsbn1,-0.271738528687333,0.167746093170425,0.464652575038623
Tcf24,-2.67099844280788,0.167817772860566,0.464801897653583
Fndc3c1,-2.69031709482334,0.167834203744518,0.464801897653583
Htr1d,-2.6750984776168,0.167899797700612,0.464908627765935
Mbtd1,-0.288023111751068,0.167906953535833,0.464908627765935
Armcx4,0.381822301785831,0.167965024866316,0.465022044498481
Fbxo40,1.26132509222299,0.168025813282296,0.465091158261745
Kctd9,-0.299311550471625,0.16803796159085,0.465091158261745
Tshb,2.60075433436812,0.168041325071943,0.465091158261745
Klhl18,-0.286822210658787,0.168147921713544,0.465288758622386
Knl1,-0.669955288649861,0.168156377976872,0.465288758622386
Gm1604a,0.831408502721208,0.168164077999474,0.465288758622386
Btbd17,3.4463773133955,0.168195122856013,0.465327284619663
A630091E08Rik,-2.6705556608993,0.16822362062489,0.46535875673932803
Hectd2,0.477009907599518,0.168356831670242,0.465567693791909
Hps3,-0.328676181813596,0.168361996061006,0.465567693791909
NA,-1.139825265075,0.168376035241748,0.465567693791909
Cask,0.362920645953195,0.168388339608571,0.465567693791909
Dgkk,1.43043622644564,0.168399998989228,0.465567693791909
Spsb1,0.451890094724314,0.168401927873294,0.465567693791909
Ppm1d,0.268742347182902,0.16846319373562,0.465689701234786
Selplg,0.375269896035216,0.168491943716637,0.465704021632991
Ralgapa2,-0.231921898222166,0.168521431094439,0.465704021632991
Igkv14-100,1.07510567050026,0.168527312572402,0.465704021632991
Fam204a,-0.28897307961423,0.168536912939479,0.465704021632991
Ighv8-6,-1.5565011935169,0.168597014883307,0.465822737370479
Bckdhb,-0.511711266282923,0.168622158457684,0.465844851059299
Camsap1,-0.244973981032622,0.168639898842386,0.46584650987267
Gm648,2.58398097262917,0.168678594688363,0.465883723204955
Gm10572,2.13673398000779,0.168687652969571,0.465883723204955
2700062C07Rik,-0.261051782831181,0.16875382399517,0.466019120337811
Iffo2,0.396618177541506,0.168795299206298,0.466085636252032
Prss8,1.34341224263553,0.168817419398258,0.466085636252032
NA,-2.67492387402488,0.16882935681597,0.466085636252032
Rassf6,-0.611433791917177,0.168873709751823,0.466111927968776
Fam122c,-3.58461006381228,0.168892854092498,0.466111927968776
Gm17753,2.598705534442,0.16890490118615,0.466111927968776
Gm16551,3.46358730962854,0.168910016464936,0.466111927968776
Gm3716,-1.19180779206075,0.168924628959581,0.466111927968776
Man2b1,0.362366508929555,0.168973879970497,0.466160718563228
Rps15,-0.323732993525519,0.168976614271494,0.466160718563228
Rtl8b,0.347918325806936,0.16901359667043,0.466176936377871
Pld3,0.341033880571115,0.16901679719885,0.466176936377871
Efcab7,-0.54853803267945,0.169161878263351,0.466516020793679
AW121686,-0.906777116503995,0.169174586945864,0.466516020793679
Ppl,-0.620341925910239,0.169191229146153,0.466516020793679
Pkn2,-0.246096799946516,0.169229386058919,0.466567533934142
Traj9,1.07178345240765,0.169244244345145,0.466567533934142
Gm15455,-0.344183805784813,0.169277334509157,0.466611427446691
Gpr35,0.52271957056797,0.169445734762437,0.467028255258925
Gm8482,-0.546158113499865,0.169463662754939,0.467030307241582
Hist1h1b,-0.763648480613891,0.169518447390593,0.467133922906714
Olfr164,-1.97826304458289,0.169547347567032,0.467166196221043
Gm136,3.49718383960824,0.169596346224242,0.467252131596389
Mirlet7i,2.50424980735182,0.169612919177673,0.467252131596389
Nme8,-3.57033619573085,0.169784902394575,0.467678510406623
Grb2,0.239084757646805,0.169851710018762,0.467815122274009
Fbxl12os,0.537083600608806,0.169898637770971,0.467868947775328
Asf1b,-0.529866601004961,0.169905681391607,0.467868947775328
Scnn1b,1.72112317672702,0.169934803342135,0.467901734377052
Csrp1,0.238063746238242,0.169990922601727,0.468008841713162
Odaph,-1.55890083539186,0.170111484712599,0.468293329586117
Tm4sf5,0.572725117195329,0.170222913962189,0.468504143234854
Myh14,1.39845009767017,0.170234028243317,0.468504143234854
Gdf6,-0.661820184940501,0.170244901912118,0.468504143234854
Gm5409,2.57862712079813,0.17027061637235,0.468504143234854
Zfp469,0.714348306940991,0.170274253168766,0.468504143234854
Repin1,0.306964474650194,0.170308955728248,0.468550211737584
Rbm18,-0.197665826289603,0.17032547525543,0.468550211737584
0610005C13Rik,1.26315442468389,0.170569150238406,0.469066250954225
Oma1,-0.291988500034315,0.170569550964302,0.469066250954225
Mier2,0.336309693103449,0.170570538990381,0.469066250954225
Krt86,-1.35888893364355,0.170582097370454,0.469066250954225
Ncoa3,-0.312110642854772,0.170615257779241,0.469101908605581
Mtmr1,-0.271387374595131,0.170629584181713,0.469101908605581
Ehd3,-0.300792706245698,0.170758925765241,0.469395658528693
Lox,0.638343676056475,0.170777425626074,0.469395658528693
Zfp566,0.465860248759052,0.170788243393438,0.469395658528693
Rp1,3.45991597642114,0.170933763611438,0.469717372073656
Tmem8b,0.46202529407932,0.170939862657954,0.469717372073656
Prr36,0.714326643159393,0.170975004247981,0.469750136016767
Cdcp2,2.59006118564338,0.170986353273258,0.469750136016767
Gm5637,0.403503224914896,0.171200643013802,0.470291315592492
Rep15,0.897797890645089,0.171256065324879,0.470389692574507
Gypc,-0.329313869967447,0.171274143881778,0.470389692574507
Mmp23,0.452541876591159,0.171288376592586,0.470389692574507
Clec4e,0.715666542972988,0.171322918618355,0.470420905828688
Fbxo6,-0.344257089996583,0.171334359130144,0.470420905828688
Spag16,2.58353003124171,0.171381254048504,0.470502131695384
Ak5,-0.816901234033605,0.171505674479093,0.470796154597239
Olfr466,3.49966513876143,0.171523754390898,0.470798234759667
Bpifa1,2.58961378137692,0.171667079424547,0.471144052477003
Ppnr,3.4453018486866,0.171759840492178,0.471351040462126
Pcgf6,-0.350280881513641,0.171944858153935,0.471811135766359
Samd15,0.832080365414775,0.17199242374146,0.47186982971751
Kcnip1,-2.6754725364806,0.172000971448963,0.47186982971751
Wdr91,0.276581928943068,0.172037659077401,0.47189114760722
Gjb4,-2.68672641780826,0.172045648854176,0.47189114760722
Flnc,0.88290479808679,0.172060829051383,0.47189114760722
BC005537,-0.204294378872078,0.172151386308178,0.472091870494398
Tcp10c,1.41075844034884,0.172330608432751,0.472535674595818
Trav14n-2,-0.990789100916152,0.172508703375261,0.472929981368728
Adipoq,2.34548154837969,0.17251170240793,0.472929981368728
Aplp1,0.557851402765555,0.172527992193842,0.472929981368728
Gm10091,1.2418922355974,0.172597295731248,0.472929981368728
C2,0.477331778037511,0.1725995198551,0.472929981368728
Igfbp7,0.433133525037036,0.172622772335298,0.472929981368728
Dnmt3aos,1.57348820192388,0.172651926451593,0.472929981368728
Reg4,-2.68427645136418,0.17266708836437,0.472929981368728
Snora5c,-0.855465518504381,0.172677274290067,0.472929981368728
Olfr1394,3.44473489279979,0.172694468032316,0.472929981368728
Vmn1r238,3.44473489279979,0.172694468032316,0.472929981368728
NA,3.44473489279979,0.172694468032316,0.472929981368728
Slc16a1,-0.318111440466827,0.172700616839642,0.472929981368728
Pqlc1,-0.393540990200149,0.172745055427845,0.472985757548202
Gm7854,-2.66805772810086,0.172755789954781,0.472985757548202
Zfp235,-0.316154854485126,0.172798896419813,0.473056124677084
Gm17764,-1.14825575701512,0.172853723736839,0.473158561531227
Pax6,2.56017706994082,0.172963521759821,0.47341143584191
Cyp2d9,2.16519342673121,0.173048744264302,0.473597001345228
1110020C17Rik,-2.69276459929366,0.173100611848919,0.473691253467759
Rpl19,-0.240599455242891,0.173198174203121,0.473910518138188
Ube2c,0.817336064880373,0.173225047190297,0.473936335573293
Ctif,0.436248810205084,0.173242737619296,0.473937027252627
Pitpnm2os1,-2.66421821905402,0.173307901352814,0.474067577583348
Trappc9,-0.285658789919028,0.173353443556578,0.474109888921824
Zfp503,0.654490877687097,0.173384364958712,0.474109888921824
Gm12409,-1.27734974801358,0.173390830793897,0.474109888921824
Rims2,1.55834707014769,0.173403818323931,0.474109888921824
Ccdc93,-0.310825509441475,0.173410589270093,0.474109888921824
Pdzrn4,2.58722452870439,0.173454525576354,0.474182312476337
Kcng2,-1.38263115441717,0.173505557331425,0.474274116736479
Ptges3l,0.69213471697664,0.173556958574062,0.474338273903859
Trdmt1,-0.3160642398984,0.173563932961988,0.474338273903859
Rab11fip2,-0.292190859390535,0.173597953066792,0.474383547798346
NA,-0.465280400002427,0.173647256387324,0.474426777506874
Cchcr1,-0.472902850991431,0.173656210727491,0.474426777506874
Igkv1-132,1.61765927440902,0.173666139645163,0.474426777506874
Gpr135,-2.09229027188077,0.173752835198273,0.474615910337071
Prelid3a,-0.943756516940365,0.173825723862909,0.474767294630692
Xrcc1,-0.308118042876615,0.173852306757105,0.474790836794193
NA,-2.67815462892732,0.173869281379469,0.474790836794193
Plcd4,0.853217427350565,0.173888332809895,0.474795157468368
Gm2663,2.58357167054892,0.174147584683602,0.475455269122613
2210416O15Rik,-1.58643750507921,0.174185928754977,0.475512189396496
Tfpi2,0.449489266203878,0.174273673297142,0.475664026104476
Msantd4,-0.265075703292677,0.174276550717406,0.475664026104476
S100b,1.45679917419078,0.174357961179697,0.475838440295511
Clk2,-0.237288280262925,0.174450986858864,0.476044515244684
Lactb,-0.262022009174765,0.174525778084098,0.47620079535666
Cd177,0.694614596798392,0.17455896499422,0.476243536396096
Rangap1,-0.323635666023336,0.174591503327666,0.476255579908035
Taf1c,0.427229749257853,0.174598425188699,0.476255579908035
Gm11696,-0.447502831735689,0.174643175473103,0.476329841062062
Cnksr1,1.17908412510271,0.174662533476711,0.476334838186186
Gcm1,-2.66805753041061,0.174789601200209,0.47663354780982
Ttc28,0.372425029030694,0.174939251537329,0.47699377182314
Dnah10,1.23378241212264,0.175063279234575,0.477284067240096
Lemd3,-0.264441108359038,0.175097739337721,0.477294919213851
Gm8032,-2.66878079556347,0.175102381967008,0.477294919213851
Tspan33,-0.439243785264699,0.175135369853274,0.477336965226848
4930487H11Rik,3.08175987346504,0.175229963995366,0.47754689576156
Pgk1,-0.237401108777592,0.175274465359861,0.477620282135117
Fam162b,-2.66401330778289,0.175356773758701,0.477786250807029
Atp2a1,0.667321048740788,0.175370530117036,0.477786250807029
Gm38427,1.07471867442741,0.1754181379886,0.47786805376287
Msr1,0.690075252567046,0.175515234900423,0.478084643150792
Zfp580,0.492789182678931,0.175542031199795,0.478085632790454
Asic2,1.16547304134531,0.175554801588694,0.478085632790454
Rab2b,-0.303976753012155,0.175574895370307,0.478085632790454
Calcoco2,2.59114034595785,0.175585959252155,0.478085632790454
Eef1d,-0.229974925333644,0.175762741513165,0.478482747817883
Zdbf2,1.16367858638249,0.175767016969489,0.478482747817883
Mgl2,0.484656949120879,0.175819888424727,0.47857874286386
Mafg,0.376882470457238,0.175858876805429,0.478636932975642
Exosc1,-0.270725813443619,0.175904396282783,0.478690996409871
Thap12,-0.24917177315491,0.17591396564045,0.478690996409871
Mir133a-1,-2.69392667980694,0.175945679239498,0.478729363905327
Olfr248,1.82602938289057,0.176004941175702,0.478817250935352
Gm2411,-1.39799710114184,0.176013214396965,0.478817250935352
Lin28b,-1.38202068069973,0.176073670678375,0.478933776558002
Krt14,1.3693461200921,0.176137272099538,0.479058833022451
Usp34,-0.285537742385423,0.176166824452346,0.479091266939194
Scamp5,0.427344675640825,0.176204556622232,0.47914593741227
Mosmo,-0.30451797455107,0.176227670982419,0.479160851303637
Ptx3,-2.67546499996712,0.176278349098209,0.479250700224089
Gm11127,0.56875888258027,0.176366681593113,0.479442892480418
AA792892,-2.67507880217597,0.176433046613119,0.479533196303622
Pidd1,0.563680511338369,0.176438416222838,0.479533196303622
Ift22,-0.28445944491156,0.176452831091377,0.479533196303622
Mical2,0.67988239291428,0.176520252945808,0.479566227538279
Fn3krp,-0.440398135579331,0.176533786594041,0.479566227538279
Zfp868,-0.210287488949445,0.176546198185507,0.479566227538279
Gsdmcl-ps,2.59034261217899,0.176553022525869,0.479566227538279
Ccdc163,-0.306227118899939,0.176553209196366,0.479566227538279
Ppdpf,-0.311927865704983,0.176748290816796,0.480048145908835
Loxl4,0.558232939816805,0.176794080879356,0.480115278334511
Vwa3a,1.4447097853229,0.176808338086395,0.480115278334511
Cngb3,-2.67573636045776,0.176872434726855,0.480208331581353
Arhgap6,-0.529572990839394,0.176877942803669,0.480208331581353
Zfp652os,-1.02090413143749,0.176919016006783,0.480271867363998
Evi2a,0.455933738600823,0.176941137362467,0.480283948104913
Dnttip1,0.224952629532059,0.176981604028882,0.480345817445674
Cep95,-0.247521925249219,0.177026351206523,0.480419291007698
Tbc1d32,-0.384603816754253,0.177069377774056,0.480487355924909
Musk,1.10411831663232,0.177093416383521,0.480487355924909
Tbr1,-1.71375807145954,0.17710446784855,0.480487355924909
Calhm1,3.12258444415125,0.177152111655227,0.480566967050018
Ptpn3,-0.386115440337504,0.177190032203633,0.480566967050018
Ccl9,0.398054657185582,0.177202271322402,0.480566967050018
Piezo1,0.305148510935493,0.177204538201379,0.480566967050018
Tle2,0.417142340100672,0.177244091694123,0.480626276379782
Kif20a,-0.673587613607689,0.177308033198733,0.480686364460575
Cyp2d34,2.5881635250977,0.177313929076825,0.480686364460575
Tnfrsf13b,-0.466125380006232,0.177366088092821,0.480686364460575
Auh,-0.207605524562229,0.177378412593406,0.480686364460575
Epha5,-2.69147559697699,0.17742639246611,0.480686364460575
Bud31,-0.193419470900101,0.177461617468704,0.480686364460575
Gm38425,2.40157726398539,0.177467190267769,0.480686364460575
Plet1os,-2.67121435652379,0.177472684893034,0.480686364460575
Ano3,1.88985882218646,0.177485982258588,0.480686364460575
D730001G18Rik,1.52029160244027,0.177515183207263,0.480686364460575
Prr13,-0.270332950226179,0.177517144886975,0.480686364460575
Ltbp4,0.657210066953535,0.177525792548174,0.480686364460575
Rflnb,-0.412220430554793,0.177526569355686,0.480686364460575
Gm10287,-2.67500693759022,0.177542263627125,0.480686364460575
Catspere1,3.46392397689897,0.177555207155809,0.480686364460575
Dpyd,0.626391037996306,0.177558837884791,0.480686364460575
Rbm12b1,-0.534955098738383,0.177587167033848,0.480686364460575
Bnipl,-1.1286921423187,0.177597159619708,0.480686364460575
Kctd15,0.437778881469738,0.177602283818871,0.480686364460575
Krt25,3.093624145704,0.177629433897098,0.480695562614241
Crybg2,0.911114193157299,0.17764105489155,0.480695562614241
Cryzl2,0.388480494573141,0.177686450947715,0.480770537611542
Hapln4,1.71288238763631,0.177748387738178,0.480848655098579
Rbfox1,1.21101519844583,0.177755437296241,0.480848655098579
Gm5614,-0.546673558852628,0.177768397896557,0.480848655098579
Gm3878,2.1079094523937,0.177803717587433,0.480896332004063
Shb,-0.341316233737504,0.177834453800186,0.480931603963707
Reep4,-0.355753380214124,0.177870531948959,0.480981314082256
Gpr108,-0.236245922934355,0.177958476572284,0.481171252960416
1700064M15Rik,-2.6750322209447,0.178048404436893,0.481366515884843
Tm2d1,-0.295682830330746,0.17808759720856,0.481424587679676
Rnaseh2c,-0.517466745873052,0.178139650647982,0.481475973209031
D430020J02Rik,-0.486994476960537,0.178142035637441,0.481475973209031
Myo7b,-2.67111447849672,0.178204811149669,0.481597749054078
